cancer_group,source_field,source_code_system,source_value_set,source_code,source_display,target_system,target_version,target_code,relationship,review_status,reviewer,evidence_reference,decision_date,notes
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W27,弱染，PR 反應比例 27%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W28,弱染，PR 反應比例 28%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W29,弱染，PR 反應比例 29%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W30,弱染，PR 反應比例 30%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W31,弱染，PR 反應比例 31%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W32,弱染，PR 反應比例 32%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W33,弱染，PR 反應比例 33%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W34,弱染，PR 反應比例 34%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W35,弱染，PR 反應比例 35%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W36,弱染，PR 反應比例 36%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W37,弱染，PR 反應比例 37%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W38,弱染，PR 反應比例 38%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W39,弱染，PR 反應比例 39%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W40,弱染，PR 反應比例 40%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W41,弱染，PR 反應比例 41%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W42,弱染，PR 反應比例 42%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W43,弱染，PR 反應比例 43%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W44,弱染，PR 反應比例 44%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W45,弱染，PR 反應比例 45%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W46,弱染，PR 反應比例 46%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W47,弱染，PR 反應比例 47%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W48,弱染，PR 反應比例 48%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W49,弱染，PR 反應比例 49%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W50,弱染，PR 反應比例 50%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W51,弱染，PR 反應比例 51%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W52,弱染，PR 反應比例 52%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W53,弱染，PR 反應比例 53%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W54,弱染，PR 反應比例 54%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W55,弱染，PR 反應比例 55%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W56,弱染，PR 反應比例 56%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W57,弱染，PR 反應比例 57%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W58,弱染，PR 反應比例 58%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W59,弱染，PR 反應比例 59%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W60,弱染，PR 反應比例 60%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W61,弱染，PR 反應比例 61%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W62,弱染，PR 反應比例 62%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W63,弱染，PR 反應比例 63%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W64,弱染，PR 反應比例 64%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W65,弱染，PR 反應比例 65%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W66,弱染，PR 反應比例 66%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W67,弱染，PR 反應比例 67%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W68,弱染，PR 反應比例 68%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W69,弱染，PR 反應比例 69%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W70,弱染，PR 反應比例 70%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W71,弱染，PR 反應比例 71%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W72,弱染，PR 反應比例 72%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W73,弱染，PR 反應比例 73%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W74,弱染，PR 反應比例 74%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W75,弱染，PR 反應比例 75%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W76,弱染，PR 反應比例 76%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W77,弱染，PR 反應比例 77%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W78,弱染，PR 反應比例 78%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W79,弱染，PR 反應比例 79%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W80,弱染，PR 反應比例 80%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W81,弱染，PR 反應比例 81%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W82,弱染，PR 反應比例 82%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W83,弱染，PR 反應比例 83%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W84,弱染，PR 反應比例 84%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W85,弱染，PR 反應比例 85%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W86,弱染，PR 反應比例 86%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W87,弱染，PR 反應比例 87%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W88,弱染，PR 反應比例 88%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W89,弱染，PR 反應比例 89%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W90,弱染，PR 反應比例 90%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W91,弱染，PR 反應比例 91%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W92,弱染，PR 反應比例 92%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W93,弱染，PR 反應比例 93%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W94,弱染，PR 反應比例 94%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W95,弱染，PR 反應比例 95%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W96,弱染，PR 反應比例 96%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W97,弱染，PR 反應比例 97%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W98,弱染，PR 反應比例 98%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf2,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf2-vs,W99,弱染，PR 反應比例 99%,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,010,Clinical complete response (cCR)，臨床完全緩解,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,011,病理資訊顯示 Pathological complete response (pCR)：乳房組織與淋巴結皆無殘餘侵襲性癌（N0(i+) 不視為 pCR）,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,020,Partial response (PR)；Moderate response，部分緩解,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,030,Stable disease (SD)；Minimal response，疾病穩定,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,040,Progressive disease (PD)；Poor response；No response，疾病進展,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,988,不適用：沒有執行前導性療法，或未執行手術,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,990,治療後有縮小反應，但反應程度未進一步說明,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf3,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf3-vs,999,有進行前導性治療但療效不明／病歷未記載或不詳,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf4-vs,000,沒有進行哨兵淋巴結手術,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf4-vs,001,依實際檢查之哨兵淋巴結數目：1 顆,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf4-vs,002,依實際檢查之哨兵淋巴結數目：2 顆,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,SSF4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ssf4,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ssf4-vs,003,依實際檢查之哨兵淋巴結數目：3 顆,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
