cancer_group,source_field,source_code_system,source_value_set,source_code,source_display,target_system,target_version,target_code,relationship,review_status,reviewer,evidence_reference,decision_date,notes
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,32,32,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,33,33,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,34,34,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,35,35,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,36,36,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,37,37,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,38,38,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,39,39,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,40,40,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,41,41,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,42,42,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,43,43,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,44,44,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,45,45,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,46,46,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,47,47,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,48,48,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,49,49,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,50,50,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,51,51,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,52,52,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,53,53,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,54,54,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,55,55,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,56,56,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,57,57,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,58,58,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,59,59,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,60,60,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,61,61,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,62,62,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,63,63,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,64,64,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,65,65,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,66,66,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,67,67,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,68,68,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,69,69,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,70,70,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,71,71,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,72,72,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,73,73,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,74,74,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,75,75,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,76,76,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,77,77,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,78,78,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,79,79,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,80,80,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,81,81,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,82,82,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,83,83,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,84,84,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,85,85,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,86,86,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,87,87,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,88,88,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,89,89,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,90,90,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,95,Positive by aspiration/core biopsy only (nodes not surgically removed),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,97,"Positive LN present, count not specified",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,98,"No nodes removed/examined, or no lymph node tissue found (clinical assessment only)",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LN_POSITI,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ln-positi,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ln-positi-vs,99,Unknown / not applicable / not documented,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,06,AJCC 6th Edition (2002),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,07,AJCC 7th Edition (2010),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,08,AJCC 8th Edition (2018),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,6,AJCC 6th Edition (2002),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,7,AJCC 7th Edition (2010),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,8,AJCC 8th Edition (2018),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,8048,AJCC 8th Edition — Prognostic Stage (Breast),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,99,Unknown AJCC edition,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,AJCC,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ajcc,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ajcc-vs,99999,Not applicable,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,000,None; no surgery of primary site; autopsy ONLY,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,200,"Partial mastectomy, NOS; less than total mastectomy, NOS; lumpectomy, segmental mastectomy, quadrantectomy, tylectomy, with or without nipple resection",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,210,"Excisional breast biopsy - Diagnostic excision, no pre-operative biopsy proven diagnosis of cancer.",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,215,"Excisional breast biopsy, for atypia",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,240,Re-excision of margins from primary tumor site for gross or microscopic residual disease when less than total mastectomy performed.,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,290,"Central lumpectomy, only performed for a prior diagnosis of cancer, which includes removal of the nipple areolar complex.",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,300,Skin-sparing mastectomy,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,310,Skin-sparing mastectomy WITHOUT removal of the contralateral breast,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,311,"Skin-sparing mastectomy WITHOUT contralateral, reconstruction NOS",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,312,"Skin-sparing mastectomy WITHOUT contralateral, tissue reconstruction",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,313,"Skin-sparing mastectomy WITHOUT contralateral, implant reconstruction",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,314,"Skin-sparing mastectomy WITHOUT contralateral, combined reconstruction",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,320,Skin-sparing mastectomy WITH removal of the contralateral breast,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,321,"Skin-sparing mastectomy WITH contralateral, reconstruction NOS",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,PRESTYPE,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-prestype,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-prestype-vs,322,"Skin-sparing mastectomy WITH contralateral, tissue reconstruction",,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
